Product Number,Title,Short Title,Final Price,Unit Cost,In Stock,Manufactory,Ship From Country Name,Rating,Number of Reviews,Item Model,Shipping Charge,Warranty ID,Warranty Name,Best Selling Ranking,Lowest Price 30 Days,Item Length,Item Width,Item Height,Item Weight,Country of Manufacture,Limit Quantity,Seller ID,Seller Name,Seller Rating,Seller Reviews
9SIB11NK424194,Hoengager Gaming PC -AMD Ryzen 5 5600X 3.7 GHz-RTX 4060 8GB-32GB DDR4 RAM-1TB M.2 SSD-240 Liquid Cooler -WIFI &Bluetooth -RGB Fans-Windows 11 Pro Desktop Computer-White,Hoengager Gaming PC -AMD Ryzen 5 5600X 3.7 GHz-RTX 4060 8GB-32GB DDR4 RAM-1TB M.2 SSD-240 Liquid Cooler -WIFI &Bluetooth -RGB Fans-Windows 11 Pro Desktop Computer-White,1079.99$,1089.99$,Yes,Hoengager,United States,5,24,CBDTHEFKW5600XLQ32G1T4068GW11P,0.01,367720,Hoengager Return Policy,0,1029.99$,14.84,13.7,11.02,20.0,CHN,99999,B11N,Hoengager,4.0,94.0
9SIA6PFJTB7228,"Wavlink WiFi 6E AX5400 PCIe WiFi Card AX210 Network Card Bluetooth 5.3 Tri-Band 2.4G/5G/6G for Desktop PC, 802.11ax with MU-MIMO, OFDMA, WPA3, Heat Sink, 4x7dBi Antennas, Support Windows 11,10 (64bit)","Wavlink WiFi 6E AX5400 PCIe WiFi Card AX210 Network Card Bluetooth 5.3 Tri-Band 2.4G/5G/6G for Desktop PC, 802.11ax with MU-MIMO, OFDMA, WPA3, Heat Sink, 4x7dBi Antennas, Support Windows 11,10 (64bit)",31.99$,59.99$,Yes,Wavlink,United States,4,35,WL-WN675X3-A,0.01,227849,Wavlink Return Policy,5,31.67$,6.0,5.5,4.25,0.8,USA,99999,A6PF,Wavlink Technology,5.0,8059.0
20-313-989,Team Group 16GB C171 USB 2.0 Flash Drive (TC17116GB01),Team C171 16GB Memory (USB Flash Drive),3.49$,6.99$,Yes,Team Group,United States,4,925,TC17116GB01,0.01,53,Extended Holiday Return Policy,3,3.49$,3.5,2.55,0.3,0.02,,20,,,,
17-182-453,"Rosewill CMG5 1000W, ATX 3.0 & 3.1 Compatible, 80+ Gold Full Modular Power Supply, PCIe 5.0 600W 12V-2x6 Connector, Japanese Capacitor, 120mm FDB Fans - CMG1000G5","Rosewill CMG5 1000W, ATX 3.0 & 3.1 Compatible, 80+ Gold Full Modular Power Supply, PCIe 5.0 600W 12V-2x6 Connector, Japanese Capacitor, 120mm FDB Fans - CMG1000G5",99.99$,119.99$,Yes,Rosewill,United States,4,248,CMG1000G5,0.01,82,Manufacturer Only Return Policy,49,99.99$,11.4,9.0,4.6,6.28,USA,3,,,,
9SIA6PF6EM9299,"Wavlink USB 3.0 Ultra 5K Dual 4K@60Hz Laptop Docking Station With 2 X HDMI, 2X DisplayPort, Ethernet, 6 x USB 3.0, Audio, Mic, for Thunderbolt 4/3, USB-C/A Windows, MacOS, Chrome, Ubuntu 20.04,22.0","Wavlink USB 3.0 Ultra 5K Dual 4K@60Hz Laptop Docking Station With 2 X HDMI, 2X DisplayPort, Ethernet, 6 x USB 3.0, Audio, Mic, for Thunderbolt 4/3, USB-C/A Windows, MacOS, Chrome, Ubuntu 20.04,22.0",109.99$,109.99$,Yes,Wavlink,United States,5,95,WL-UG69DK7-A-SL-US,0.01,227849,Wavlink Return Policy,30,108.89$,11.37,6.4,4.8,2.5,USA,99999,A6PF,Wavlink Technology,5.0,8059.0
9SIB41TK070749,SAMA 3509 Tempered Glass Open Door Gaming ATX Computer PC Case Mid Tower Black with 4 Addressable RGB Fans Pre-installed,SAMA 3509 Tempered Glass Open Door Gaming ATX Computer PC Case Mid Tower Black with 4 Addressable RGB Fans Pre-installed,64.99$,109.99$,Yes,SAMA,United States,4,39,SAMA ATX Case 3509 BK,0.01,374620,SAMA official store Return Policy,27,59.99$,20.87,19.02,10.83,14.33,,99999,B41T,SAMA official store,4.0,316.0
9SIAZEBJJB5030,"IPASON Storm Dragon P3 16"" Laptop Intel i7-11390H (4Cores up to 5.0GHz) Iris Xe Graphics 16GB DDR4 RAM 1TB SSD Ultra Thin and Light Business & Office Notebook with Wi-Fi & Bluetooth","IPASON Storm Dragon P3 16"" Laptop Intel i7-11390H (4Cores up to 5.0GHz) Iris Xe Graphics 16GB DDR4 RAM 1TB SSD Ultra Thin and Light Business & Office Notebook with Wi-Fi & Bluetooth",429$,1299$,Yes,IPASON,United States,0,0,EGGP3N30516G512,0.01,364274,Ipason Official Return Policy,4,429$,12.0,8.5,5.0,7.5,CHN,99999,AZEB,Ipason Official,5.0,607.0
83-360-489,ABS Kaze Aqua Gaming PC - Intel i9 13900K - GeForce RTX 4090 24GB GDDR6X - DLSS 3.5 - AI-Powered Performance - 32GB DDR5 6000MHz - 2TB M.2 NVMe SSD - KA13900K4090,ABS Kaze Aqua Gaming PC - Intel i9 13900K - GeForce RTX 4090 24GB GDDR6X - DLSS 3.5 - AI-Powered Performance - 32GB DDR5 6000MHz - 2TB M.2 NVMe SSD - KA13900K4090,2999.99$,3699.99$,Yes,ABS,United States,4,72,KA13900K4090,0.01,53,Extended Holiday Return Policy,0,2969.99$,23.4,21.5,13.5,40.9,USA,5,,,,
9SIA1HJJY96155,"Skytech Azure 2 Gaming PC Desktop  AMD Ryzen 7 7800X3D 4.2 GHz, NVIDIA RTX 4090, 2TB NVME Gen4 SSD, 32GB DDR5 RAM RGB, 1000W GOLD PCIE 5.0 PSU, 360mm AIO, 11AC Wi-Fi, Windows 11 Home 64-bit","Skytech Azure 2 Gaming PC Desktop  AMD Ryzen 7 7800X3D 4.2 GHz, NVIDIA RTX 4090, 2TB NVME Gen4 SSD, 32GB DDR5 RAM RGB, 1000W GOLD PCIE 5.0 PSU, 360mm AIO, 11AC Wi-Fi, Windows 11 Home 64-bit",3199.99$,3999.99$,Yes,Skytech,United States,5,19,ST-AZURE2-0853-W-NE,0.01,221665,Goodios Return Policy,26,3099.99$,21.73,19.31,11.3,40.0,,5,A1HJ,Skytech,5.0,183.0
24-475-398,"MSI 32"" 165 Hz QD-OLED UHD Gaming Monitor 3840 x 2160 (4K) MAG 321UP QD-OLED","MSI 32"" 165 Hz QD-OLED UHD Gaming Monitor 0.03ms (GTG) 3840 x 2160 (4K) Flat Panel MAG 321UP QD-OLED",799.99$,829.99$,Yes,MSI,United States,4,6,MAG 321UP QD-OLED,0.01,53,Extended Holiday Return Policy,44,759.99$,38.5,20.0,7.0,26.0,,5,,,,
9SIA6PF5VW0783,"WAVLINK USB 3.0 to SATA I/II/III Dual Bay External Hard Drive Docking Station for 2.5/3.5 Inch HDD/SSD with UASP (6Gbps), Support Offline Clone Duplicator Function [Max 16TB X2 ]","WAVLINK USB 3.0 to SATA I/II/III Dual Bay External Hard Drive Docking Station for 2.5/3.5 Inch HDD/SSD with UASP (6Gbps), Support Offline Clone Duplicator Function [Max 16TB X2 ]",29.99$,29.99$,Yes,Wavlink,United States,4,538,WL-ST334U-Red-US,0.01,227849,Wavlink Return Policy,25,29.69$,6.6,5.25,5.0,1.55,USA,99999,A6PF,Wavlink Technology,5.0,8059.0
13-119-584,"ASUS ROG STRIX X670E-F GAMING WIFI AMD X670 AM5 Ryzen Desktop 9000 8000 & 7000 ATX motherboard, 18+2 power stages, DDR5, 4x M.2 slots with heatsink, PCIe 5.0, USB 3.2 Gen 2x2, WiFi 6E, AI Cooling II",ASUS STRIX X670E-F GAMING WIFI ATX AMD Motherboard,329.99$,389.99$,Yes,ASUS,United States,4,471,90MB1BA0-M0AAY0,0.01,53,Extended Holiday Return Policy,85,299.99$,13.31,10.75,2.68,5.13,,2,,,,
13-119-585,"ASUS ROG STRIX X670E-A GAMING WIFI AMD X670 AM5 Ryzen Desktop 9000 8000 & 7000 ATX motherboard, 16+2 power stages, PCIe 5.0, DDR5, 4x M.2 slots with heatsink, USB 3.2 Gen 2x2, WiFi 6E, AI Cooling II",ASUS STRIX X670E-A GAMING WIFI ATX AMD Motherboard,329.99$,369.99$,Yes,ASUS,United States,4,471,90MB1BM0-M0AAY0,0.01,53,Extended Holiday Return Policy,71,289.99$,13.5,10.8,2.8,5.3,,2,,,,
9SIA8C68VE4920,"DisplayPort Cable,DP Cable 10ft(3m) [4K@60Hz, 2K@165Hz, 2K@144Hz], Display Port Cable 1.2 High Speed DisplayPort to DisplayPort Cable Compatible 3D, Laptop, PC, Gaming Monitor","DisplayPort Cable,DP Cable 10ft(3m) [4K@60Hz, 2K@165Hz, 2K@144Hz], Display Port Cable 1.2 High Speed DisplayPort to DisplayPort Cable Compatible 3D, Laptop, PC, Gaming Monitor",14.99$,14.99$,Yes,Kirzi,United States,4,50,DP Cable 10ft,0.01,232669,"A-tech co.,ltd. Return Policy",5,10.99$,7.0,6.0,1.0,0.43,USA,99999,A8C6,"July co.,ltd.",4.0,224.0
9SIB5FPK7M8378,AVGPC FrostFire Creator Series Gaming PC AMD Ryzen 7 7800X3D GeForce RTX 4080 SUPER 360mm Liquid Cooling 2TB nVME 64GB RAM DDR5 Win 11 Pro Full Tower Size Case White,AVGPC FrostFire Creator Series Gaming PC AMD Ryzen 7 7800X3D GeForce RTX 4080 SUPER 360mm Liquid Cooling 2TB nVME 64GB RAM DDR5 Win 11 Pro Full Tower Size Case White,2449$,2499$,Yes,AVGPC,United States,5,10,AV-FrostFire-4080S,0.01,377822,AVGPC Return Policy,49,2449$,24.0,22.0,16.0,50.0,USA,5,B5FP,AVGPC,4.0,84.0
11-353-198,"DIYPC Dragon-R-4LED Black USB3.0 Steel /Tempered Glass ATX Mid Tower Gaming Computer Case, 4x120mm Red LED Fans (Pre-Installed)",DIYPC Dragon-R-4LED Computer Case,48.91$,69.99$,Yes,DIYPC,United States,5,65,Dragon-R-4LED,0.01,53,Extended Holiday Return Policy,75,48.42$,19.1,16.8,10.0,13.1,CHN,3,,,,
35-181-376,"CORSAIR H100i RGB ELITE Liquid CPU Cooler - White - 16 Dynamic RGB LEDs - AF120 ELITE PWM Fans - Intel LGA 1851, 1700, 1200, 2066, AMD®  AM5 & AM4 Sockets","CORSAIR H100i RGB ELITE Liquid CPU Cooler - White - 16 Dynamic RGB LEDs - AF120 ELITE PWM Fans - Intel LGA 1851, 1700, 1200, 2066, AMD®  AM5 & AM4 Sockets",89.99$,149.99$,Yes,Corsair,United States,5,7,CW-9060078-WW,0.01,53,Extended Holiday Return Policy,39,89.09$,13.0,7.0,5.5,4.5,USA,5,,,,
14-137-896,MSI Ventus GeForce RTX 4070 Video Card RTX 4070 VENTUS 3X E1 12G OC,MSI RTX 4070 VENTUS 3X E1 12G OC Ventus GeForce RTX 4070 Video Card,539.99$,549.99$,Yes,MSI,United States,5,155,RTX 4070 VENTUS 3X E1 12G OC,0.01,53,Extended Holiday Return Policy,62,529.99$,15.0,7.5,3.1,2.4,,3,,,,
24-027-330,"Samsung 32"" Odyssey G8 4K OLED  UHD 240Hz 0.03ms Smart Gaming Monitor Glare Free, G-Sync compatible with Sleek Metal Design -  LS32DG802SNXZA","SAMSUNG 32"" 4K OLED G8 UHD 240HZ  Gaming Monitor",999.99$,1299.99$,Yes,SAMSUNG,United States,4,14,LS32DG802SNXZA,0.01,53,Extended Holiday Return Policy,85,949.99$,32.0,21.0,8.0,25.0,KOR,3,,,,
24-027-121,"SAMSUNG 32"" Max 240 Hz VA UHD Gaming Monitor FreeSync Premium Pro (AMD Adaptive Sync) 3840 x 2160 (4K) DCI-P3 95% HDMI, DisplayPort, USB, Audio Odyssey Neo G8 LS32BG852NNXGO","SAMSUNG 32"" Max 240 Hz VA UHD Gaming Monitor 1 ms (GTG) FreeSync Premium Pro (AMD Adaptive Sync) 3840 x 2160 (4K) HDMI, DisplayPort, USB, Audio Curved Odyssey Neo G8 LS32BG852NNXGO",799.99$,1299.99$,Yes,SAMSUNG,United States,5,12,LS32BG852NNXGO,0.01,53,Extended Holiday Return Policy,0,749.99$,35.0,25.0,10.0,25.0,KOR,3,,,,
13-162-082,"ASRock B650E TAICHI AM5 EATX Motherboard, 4 slots DDR5, PCIE 5.0 x16,  3 M.2 slots,  2.5Gb Lan,WIFI 6E,  HDMI 2.1 port, 5.1 audio ALC4082, 2 USB4 Thunderbolt Type-C  24+2+1 Power Phase, 8 layer PCB","ASRock B650E TAICHI AM5 EATX Motherboard, 4 slots DDR5, PCIE 5.0 x16,  3 M.2 slots,  2.5Gb Lan,WIFI 6E,  HDMI 2.1 port, 5.1 audio ALC4082, 2 USB4 Thunderbolt Type-C  24+2+1 Power Phase, 8 layer PCB",279.99$,279.99$,Yes,ASRock,United States,4,606,B650E TAICHI,0.01,53,Extended Holiday Return Policy,0,0$,14.84,13.2,5.12,7.62,,5,,,,
2AM-000Z-000A9,"LIAN LI LANCOOL 216RW White Steel / Tempered Glass ATX Mid Tower Computer Case ,2x 16 cm ARGB Fans Included ----LANCOOL 216RW","LIAN LI LANCOOL 216RW White Steel / Tempered Glass ATX Mid Tower Computer Case ,2x 16 cm ARGB Fans Included ----LANCOOL 216RW",99.97$,114.99$,Yes,Lian Li,United States,5,252,LANCOOL 216RW,0.01,53,Extended Holiday Return Policy,42,87.44$,23.0,22.25,11.8,29.05,,20,,,,
9SIA6PF7JH4286,"Wavlink USB 3.0 to SATA Dual Bay External Hard Drive Docking Station for 2.5""/3.5"" SATA I/II/III HDD SSD with Offline Clone & UASP, 2 USB 3.0, 2 Fast Charging Port, SD & Micro SD Card Reader, 2 x 16TB","Wavlink USB 3.0 to SATA Dual Bay External Hard Drive Docking Station for 2.5""/3.5"" SATA I/II/III HDD SSD with Offline Clone & UASP, 2 USB 3.0, 2 Fast Charging Port, SD & Micro SD Card Reader, 2 x 16TB",38.99$,59.99$,Yes,Wavlink,United States,4,94,WL-ST336A-A-US,0.01,227849,Wavlink Return Policy,21,38.99$,6.75,5.5,5.0,1.5,USA,99999,A6PF,Wavlink Technology,5.0,8059.0
9SIB41TJPY7392,SAMA BLB 3 in 1 ARGB PC Case Fans with Fan Hub 120mm Fan Molex High Performance High Airflow Fan Kit Quiet Edition Computer Cooling Case Fan Black,SAMA BLB 3 in 1 ARGB PC Case Fans with Fan Hub 120mm Fan Molex High Performance High Airflow Fan Kit Quiet Edition Computer Cooling Case Fan Black,9.99$,39.99$,Yes,SAMA,United States,4,21,SAMA  Case Fans BLB 3 IN 1 ARGB fan kt,0.01,374620,SAMA official store Return Policy,43,9.89$,5.83,5.39,3.39,1.21,,99999,B41T,SAMA official store,4.0,316.0
14-202-428,SAPPHIRE NITRO Radeon RX 7900 XTX Video Card 11322-01-40G,SAPPHIRE 11322-01-40G NITRO Radeon RX 7900 XTX Video Card,959.99$,999.99$,Yes,Sapphire Tech,United States,4,316,11322-01-40G,0.01,53,Extended Holiday Return Policy,10,919.99$,17.7,10.0,4.3,6.25,,3,,,,
9SIA6PFBE65640,"WAVLINK AC1200 WiFi Range Extender High Power Outdoor Weatherproof Long Range Wireless AP/Wifi Repeater/Router/Signal Booster Dual Band with Passive POE, Gigabit Port, 4x7dBi Detachable Omni Antennas","WAVLINK AC1200 WiFi Range Extender High Power Outdoor Weatherproof Long Range Wireless AP/Wifi Repeater/Router/Signal Booster Dual Band with Passive POE, Gigabit Port, 4x7dBi Detachable Omni Antennas",74.99$,74.99$,Yes,Wavlink,United States,5,152,WL-WN572HP3,0.01,227849,Wavlink Return Policy,4,64.99$,14.2,4.9,2.8,1.66,USA,99999,A6PF,Wavlink Technology,5.0,8059.0
11-147-327,"Rosewill 4U Server Chassis Rackmount Case | 8 3.5"" HDD Bays, 3 5.25"" Devices | E-ATX Compatible | 5 Front 120mm Fans, 2 Rear 80mm Fans | 2x USB 3.0 | Front Panel Lock | Silver/Black - RSV-L4000U","Rosewill 4U Server Chassis Rackmount Case | 8 3.5"" HDD Bays, 3 5.25"" Devices | E-ATX Compatible | 5 Front 120mm Fans, 2 Rear 80mm Fans | 2x USB 3.0 | Front Panel Lock | Silver/Black - RSV-L4000U",199.99$,229.99$,Yes,Rosewill,United States,4,502,RSV-L4000U,0.01,82,Manufacturer Only Return Policy,7,199.99$,31.0,23.0,11.0,38.14,USA,20,,,,
20-156-394,Crucial Pro Overclocking 32GB (2 x 16GB) DDR5 6000 (PC5 48000) Desktop Memory Model CP2K16G60C36U5B,Crucial Pro Overclocking Model CP2K16G60C36U5B,96.99$,99.99$,Yes,Crucial,United States,5,20,CP2K16G60C36U5B,0.01,53,Extended Holiday Return Policy,46,96.02$,7.0,5.0,0.4,0.4,USA,20,,,,
9SIBVKAK8U3382,YEAH MAGIC Gaming Desktop PC AMD R7 7800X3D 7800XT DDR5 6000MHz 32G RGB RAM 1TB M.2 NVMe PCIe4.0 SSD Windows 11 Home 850W Gold PSU ARGB Water Cooler Gaming Home Office Business Computer WIFI,YEAH MAGIC Gaming Desktop PC AMD R7 7800X3D 7800XT DDR5 6000MHz 32G RGB RAM 1TB M.2 NVMe PCIe4.0 SSD Windows 11 Home 850W Gold PSU ARGB Water Cooler Gaming Home Office Business Computer WIFI,1694.99$,2398.99$,Yes,yeah magic,United States,5,1,a220036,0.01,418993,Yeah Magic Store Return Policy,0,1694.99$,29.53,21.65,16.54,40.79,CHN,999999,BVKA,YEAH MAGIC OFFICAL,4.0,15.0
34-343-913,"Dell Latitude 7400 Intel Core i7 8th Gen 8665U (up to 4.80 GHz) 32 GB RAM 256 GB SSD Intel HD Graphics 620 14.0"" Touchscreen 1920 x 1080 Windows 11 Pro","Dell Latitude 7400 Intel Core i7 8th Gen 8665U (up to 4.80 GHz) 32 GB RAM 256 GB SSD Intel HD Graphics 620 14.0"" Touchscreen 1920 x 1080 Windows 11 Pro",289.99$,549.99$,Yes,DELL,United States,4,45,LTDE7400i7G832256-11,0.01,96,90-day Refreshed Return Policy,9,0$,23.0,12.5,4.0,8.0,USA,99999,,,,
20-147-833,"SAMSUNG T7 Shield 1TB, up to 1050MB/s, USB 3.2 Gen2, Rugged, IP65 Rated, for Photographers, Content Creators and Gaming, Portable External Solid State Drive (MU-PE1T0S/AM, 2022), Black",SAMSUNG T7 Shield MU-PE1T0S/AM,109.99$,109.99$,Yes,SAMSUNG,United States,5,88,MU-PE1T0S/AM,0.01,53,Extended Holiday Return Policy,23,0$,5.05,4.0,2.1,0.45,KOR,5,,,,
26-665-294,"GUNNAR CALL OF DUTY ALPHA EDITION Onyx Infrared Frame (Amber Lens) Tint 65% Blue Light & 100% UV Protection, ALP-04901","GUNNAR CALL OF DUTY ALPHA EDITION Onyx Infrared Frame (Amber Lens) Tint 65% Blue Light & 100% UV Protection, ALP-04901",34$,37$,Yes,"Gunnar Optiks, LLC.",United States,5,4,ALP-04901,0.01,53,Extended Holiday Return Policy,2,34$,7.0,3.0,2.0,0.2,,10,,,,
24-281-096,"ASUS TUF Gaming VG24VQE 24"" (23.6"" Viewable) Full HD 1920 x 1080 1ms (MPRT) 165Hz HDMI, DisplayPort FreeSync Premium Curved Gaming Monitor","ASUS 24"" (23.6"" Viewable) 165 Hz VA FHD Gaming Monitor 1ms (MPRT) FreeSync Premium 1920 x 1080 HDMI, DisplayPort Curved TUF Gaming VG24VQE",99.99$,109.99$,Yes,ASUS,United States,4,32,90LM0575-B011B0,0.01,53,Extended Holiday Return Policy,72,0$,24.41,15.87,7.48,10.74,,2,,,,
83-101-919,Acer Desktop Computer Aspire TC-1775-UR11 Intel Core i5-14400 8GB DDR5 512 GB PCIe SSD Windows 11 Home 64-bit,Acer Aspire TC-1775-UR11 Desktop Computer,449.99$,599.99$,Yes,Acer America,United States,0,0,DT.BLRAA.001,0.01,53,Extended Holiday Return Policy,3,445.49$,19.0,16.0,9.0,13.95,,20,,,,
11-139-192,CORSAIR 3000D AIRFLOW Mid-Tower PC Case - Black - 2x SP120 ELITE Fans - Four-Slot GPU Support – Fits up to 8x 120mm fans - High-Airflow Design,CORSAIR 3000D AIRFLOW Mid-Tower PC Case - Black - 2x SP120 ELITE Fans - Four-Slot GPU Support – Fits up to 8x 120mm fans - High-Airflow Design,59.99$,84.99$,Yes,Corsair,United States,5,1307,CC-9011251-WW,0.01,53,Extended Holiday Return Policy,85,59.97$,21.26,21.1,12.2,18.96,USA,99999,,,,
11-353-245,DIYPC ARGB-Q1.V2-BK Black USB3.0 Tempered Glass Micro ATX Gaming Computer Case w/ Dual Tempered Glass Panel and 3 x ARGB 120mm Fans (Pre-Installed),DIYPC ARGB-Q1.V2-BK Case,59.97$,89.99$,Yes,DIYPC,United States,4,263,ARGB-Q1.V2-BK,0.01,53,Extended Holiday Return Policy,0,59.37$,19.0,15.0,11.0,12.5,CHN,20,,,,
9SIB7W5HZD5352,"PANO-MOUNTS 12.5W/m·K 5g Thermal Paste, High Performance Thermal Heatsink Compound CPU, for Cooling PC GPU, PS5, Laptops Graphics Cards and Other Processors","PANO-MOUNTS 12.5W/m·K 5g Thermal Paste, High Performance Thermal Heatsink Compound CPU, for Cooling PC GPU, PS5, Laptops Graphics Cards and Other Processors",8.99$,10.99$,Yes,PANO-MOUNTS,United States,5,30,TC-P12505,0.01,384501,PANO-MOUNTS Return Policy,6,8.99$,8.7,4.7,0.7,0.1,USA,99999,B7W5,PANO-MOUNTS,5.0,99.0
9SIA1HJKB07131,"Skytech O11 Vision Gaming PC Desktop, Ryzen 9 7900X3D 4.4 GHz (5.6GHz Turbo Boost), NVIDIA RTX 4070 Ti Super 16GB GDDR6X, 2TB Gen4 SSD, 32GB DDR5 RAM 5600 RGB, 850W GOLD PSU, 360mm ARGB AIO , Wi-Fi, W","Skytech O11 Vision Gaming PC Desktop, Ryzen 9 7900X3D 4.4 GHz (5.6GHz Turbo Boost), NVIDIA RTX 4070 Ti Super 16GB GDDR6X, 2TB Gen4 SSD, 32GB DDR5 RAM 5600 RGB, 850W GOLD PSU, 360mm ARGB AIO , Wi-Fi, W",2149.99$,2499.99$,Yes,Skytech,United States,0,0,ST-O11V-1222-W-SK,0.01,221665,Goodios Return Policy,0,2078.99$,21.1,20.0,14.0,47.1,,5,A1HJ,Skytech,5.0,183.0
9SIB1V8FH29221,KingSpec M2 SSD NVMe 1TB M.2 2280 PCIe Gen 3.0X4 SSD Internal Solid State Drive Computer Disk Data Storage NAND Flash Hard Drives PC Desktop Laptop Ultrabook,KingSpec M2 SSD NVMe 1TB M.2 2280 PCIe Gen 3.0X4 SSD Internal Solid State Drive Computer Disk Data Storage NAND Flash Hard Drives PC Desktop Laptop Ultrabook,50.99$,70.99$,Yes,KingSpec,United States,3,27,M.2 NVMe NE-1TB,0.01,370814,KingSpec Official  Store Return Policy,82,41.99$,3.9,2.5,0.5,0.02,CHN,99999,B1V8,KingSpec Official Store,5.0,554.0
20-156-173,"Crucial MX500 500GB 3D NAND SATA 2.5 Inch Internal SSD, up to 560 MB/s  - CT500MX500SSD1",Crucial MX500 CT500MX500SSD1,51.99$,71.99$,Yes,Crucial,United States,5,1231,CT500MX500SSD1,0.01,53,Extended Holiday Return Policy,89,51.07$,5.15,5.15,0.75,0.24,USA,5,,,,
20-242-902,Kingston NV3 M.2 2280 1TB PCIe 4.0 x4 NVMe Internal Solid State Drive (SSD) SNV3S/1000G  Up to 6000 MB/s,Kingston NV3 SNV3S/1000G,64.99$,89.99$,Yes,Kingston Technology Corp.,United States,5,92,SNV3S/1000G,0.01,53,Extended Holiday Return Policy,38,61.99$,7.25,5.15,0.5,0.04,USA,3,,,,
9SIA1HJKBF6108,"Skytech Azure Gaming PC Desktop, Ryzen 7 7700X 4.5 GHz , NVIDIA RTX 4070 Ti Super 16GB GDDR6X, 1TB Gen4 SSD, 32G DDR5 RGB 6000, 750W GOLD PSU, 360mm ARGB AIO , Wi-Fi, Win 11 Home","Skytech Azure Gaming PC Desktop, Ryzen 7 7700X 4.5 GHz , NVIDIA RTX 4070 Ti Super 16GB GDDR6X, 1TB Gen4 SSD, 32G DDR5 RGB 6000, 750W GOLD PSU, 360mm ARGB AIO , Wi-Fi, Win 11 Home",1749.99$,2099.99$,Yes,Skytech,United States,5,27,ST-AZURE2-1473-W-AL,0.01,221665,Goodios Return Policy,0,1649.99$,21.73,19.31,11.3,40.0,,5,A1HJ,Skytech,5.0,183.0
14-930-083,ASRock Phantom Gaming Radeon RX 7900 XT Video Card RX7900XT PG 20GO,ASRock RX7900XT PG 20GO Phantom Gaming Radeon RX 7900 XT Video Card,649.99$,649.99$,Yes,ASRock,United States,5,180,RX7900XT PG 20GO,0.01,53,Extended Holiday Return Policy,18,619.99$,15.9,8.6,4.0,4.4,,20,,,,
35-214-107,"Enermax LIQMAX III 240 ARGB, All-in-one CPU Liquid Cooler for AM4 & AM5 / LGA 1851/1700/1200/1151, 240mm Radiator, Dual-Chamber Water Block, ARGB Fan - AM5 & LGA 1851,1700 Ready","Enermax LIQMAX III 240 ARGB, All-in-one CPU Liquid Cooler for AM4 & AM5 / LGA 1851/1700/1200/1151, 240mm Radiator, Dual-Chamber Water Block, ARGB Fan - AM5 & LGA 1851,1700 Ready",45.99$,79.99$,Yes,ENERMAX,United States,4,299,ELC-LMT240-ARGB,0.01,53,Extended Holiday Return Policy,30,45.53$,12.48,8.07,5.39,3.86,USA,5,,,,
11-553-031,Cougar MX330 Mid Tower Case with Full Acrylic Transparent Window and USB 3.0,COUGAR MX330 Computer Case,44.99$,49.99$,Yes,COUGAR,United States,4,520,MX330,0.01,53,Extended Holiday Return Policy,0,0$,20.5,19.75,9.75,11.85,USA,999,,,,
9SIBSAYK3U3077,"fanxiang M.2 SSD 512GB 2280 NVMe SSD TLC PCIe 3.0 Internal Solid State Drive, Up to 3200MB/s 320TBW","fanxiang M.2 SSD 512GB 2280 NVMe SSD TLC PCIe 3.0 Internal Solid State Drive, Up to 3200MB/s 320TBW",30.99$,47.99$,Yes,FANXIANG,United States,5,3,S500 Pro-512GB,0.01,417035,LDCEMS Return Policy,0,30.99$,4.6,2.6,0.7,0.05,CHN,99999,BSAY,Fanxiang Official Store,,
9SIAMNPAZB3501,"Super Flower Leadex Titanium 1000W 80+ Titanium, 10 Years Warranty, ECO Fanless & Silent Mode, Full Modular Power Supply, Dual Ball Bearing Fan, SF-1000F14HT","Super Flower Leadex Titanium 1000W 80+ Titanium, 10 Years Warranty, ECO Fanless & Silent Mode, Full Modular Power Supply, Dual Ball Bearing Fan, SF-1000F14HT",159.99$,319.99$,Yes,Super Flower,United States,5,48,SF-1000F14HT,0.01,331208,Super Flower Return Policy,37,159.99$,13.0,10.0,4.75,10.62,,99999,AMNP,Super Flower,5.0,725.0
20-331-924,Team T-Force Delta RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 7200 (PC5 57600) Desktop Memory Model FF4D532G7200HC34ADC01,Team T-Force Delta RGB Model FF4D532G7200HC34ADC01,121.99$,139.99$,Yes,Team Group,United States,4,359,FF4D532G7200HC34ADC01,0.01,53,Extended Holiday Return Policy,0,109.99$,7.25,5.5,0.5,0.31,,20,,,,
9SIARJ2K082605,DERAPID 2.5Gbps PCI Express Network Adapter RJ45 to PCIE Card RTL8125 NIC 2.5G Gigabit LAN Gaming Network Card PCI-E x1 RJ45 NIC for Desktop,DERAPID 2.5Gbps PCI Express Network Adapter RJ45 to PCIE Card RTL8125 NIC 2.5G Gigabit LAN Gaming Network Card PCI-E x1 RJ45 NIC for Desktop,13.59$,14.99$,Yes,DERAPID,China,5,6,2.5G PCI-E to RJ45,0.01,346236,DERAPID GLOBAL STORE Return Policy,1,13.59$,5.5,3.5,1.0,0.2,USA,10,ARJ2,DERAPID GLOBAL STORE,5.0,200.0
